name,glcm_3_0_asm,glcm_3_0_entropy,glcm_3_0_contrast,glcm_3_0_variance,glcm_3_0_homogeneity,glcm_0_3_asm,glcm_0_3_entropy,glcm_0_3_contrast,glcm_0_3_variance,glcm_0_3_homogeneity,glcm_3__3_asm,glcm_3__3_entropy,glcm_3__3_contrast,glcm_3__3_variance,glcm_3__3_homogeneity,class
RT21_20.jpg,89.1803078345887,9.443532592975401,8281.272988505742,946.7902298850585,25.480715623979805,113.22248888888903,10.640605663630668,10665.069999999994,1181.5899999999997,26.862197469720023,119.89785564086283,10.949787926752865,11454.47202797203,1254.5279720279723,26.697226531739698,capim
RT21_39.jpg,71.9027313093471,8.479547824580454,5990.46080760095,754.1710213776726,18.33842572720768,80.92756929979167,8.99597517225296,6555.698734177217,816.9139240506319,19.59183706168415,71.69766874727803,8.467447593417868,6279.115662650607,774.1759036144574,17.964895078656703,capim
RT21_10.jpg,89.17690311111119,9.44335232378371,6262.042666666664,767.8560000000009,29.611047485190515,85.07953053936119,9.223856597939996,7817.67127071823,907.1243093922652,21.796172565727,105.73260742187473,10.282636209740902,8967.443749999995,1027.2312499999994,27.31494443252112,capim
RT21_23.jpg,47.75623889361046,6.910588896296065,2976.9235880398664,424.12956810631164,18.195171266572075,51.63051213705294,7.185437504915963,3773.440647482013,507.03417266187057,16.87089782402783,65.3330984911029,8.082889241546175,4565.378378378379,605.6860706860712,18.731288810072662,capim
RT21_19.jpg,76.9772157799663,8.773666039915486,6411.048346055986,781.0687022900767,23.24005166028996,88.577641711905,9.41156956686317,8002.702247191005,931.1573033707878,23.6707254422899,92.9186797499158,9.63943358034671,8407.671554252203,979.6832844574776,23.236384217637593,capim
RT21_4.jpg,86.58888437013232,9.305314845298483,7502.429362880887,899.2437673130189,22.948232548038803,75.19654066500355,8.67159389414677,7701.227748691104,890.8769633507857,18.969955205909255,83.35700195682357,9.130005583614041,8420.103932584281,964.7837078651697,19.993609108824835,capim
RT21_11.jpg,59.30670682085092,7.701084782084334,5709.814569536425,671.2847682119215,18.86122492040671,62.86718481719743,7.928882948889927,7538.047846889963,830.9999999999983,16.556015982506562,76.87601078167157,8.767896599622487,8711.835579514816,948.9676549865237,19.667065826152694,capim
RT21_33.jpg,36.52359521331948,6.043475425061269,3543.4387096774176,448.3580645161289,13.629665096487654,46.83946822294225,6.843936602785144,5251.096339113676,612.3641618497109,14.799881357796467,55.72497863406665,7.464916518894679,6224.426724137933,705.0689655172409,16.949568154775307,capim
RT21_36.jpg,70.57505580357164,8.400896130983387,4833.035714285712,643.9196428571427,20.145280242785873,73.49939976636604,8.573179093333234,5539.556844547566,710.3457076566104,19.49994688419976,78.8699660124722,8.880876421416538,6063.842751842743,765.8968058968079,19.859033960833283,capim
RT21_24.jpg,40.10734518985976,6.333036016782137,2588.618263473053,372.7769461077843,15.693453087773326,43.57090150109652,6.600825819630186,3285.5357142857156,445.9448051948054,14.815918303988697,52.43780074070059,7.241394944394387,3977.511029411763,528.235294117647,15.71032011079713,capim
RT21_3.jpg,72.66122797816762,8.524155558069527,7176.287531806609,838.4707379134859,19.543522109305748,83.47610873568233,9.13652607590447,8979.631284916171,998.865921787709,19.56999117785457,93.5338917353528,9.67129214403912,9083.259701492532,1034.3880597014922,21.262864874900377,capim
RT21_40.jpg,74.33560360598617,8.62180976396407,5378.11737089202,704.5446009389672,20.27851372296953,79.75863885893556,8.93076921989005,6301.257425742575,792.054455445545,19.59062882184968,80.59292933779162,8.977356478261939,6398.98488664988,801.0806045340055,19.510620197294298,capim
RT21_34.jpg,49.03592635311195,7.0025656978790245,2694.68300653595,401.2843137254909,17.78644783281312,59.57914523149984,7.718752828760604,3704.043233082705,519.3627819548872,18.225201947149017,55.95664439345763,7.480417394334198,3474.408424908426,492.2728937728938,17.186349256894044,capim
RT21_18.jpg,74.2102376033053,8.614536412559024,3912.0659090909103,578.8431818181812,24.087266829641795,70.66079126759936,8.405997339257214,4726.410138248847,650.1935483870978,20.53008736294367,74.7863386664633,8.647909496893645,5130.542372881353,694.5036319612597,20.73791300560831,capim
RT21_8.jpg,81.04493155286805,9.002495851310794,6704.9708994708935,819.1507936507929,23.612178692687706,103.66672737206385,10.18168588064196,9039.767801857579,1050.2941176470595,25.01273345631872,100.66923865847511,10.033406134432868,9030.708978328163,1045.9349845201216,23.982872411153306,capim
RT21_13.jpg,31.762096052207518,5.6357870836474575,3075.9767779390486,387.3381712626987,13.511458586653452,45.716426894388796,6.7613923783780505,5047.542213883672,586.1575984990621,15.36808771128327,49.23549706973267,7.016801056730387,5458.371257485035,632.1037924151701,15.415769133487903,capim
RT21_16.jpg,64.68035777856893,8.042409948427705,6515.162735849052,750.9551886792453,20.640630430180995,70.40415827260698,8.390718579037612,6341.222493887529,754.8459657701709,22.382857115360583,82.98403725395477,9.109557467514806,7579.521978021976,884.241758241758,22.85213157408545,capim
RT21_1.jpg,66.47537113236221,8.1532429825415,5207.644646924828,676.277904328018,19.642597158722758,95.81364411059197,9.788444417301044,7193.061797752821,897.5674157303372,23.617231009586476,102.11974913494815,10.105431664948714,7529.185294117652,937.2323529411768,24.507103908430988,capim
RT21_7.jpg,60.338969492908866,7.767816262818584,4174.474747474747,561.8565656565647,19.69401124079606,64.02072859810397,8.001295432497413,4725.2161016949185,617.7245762711857,19.66838529155406,77.63797188709053,8.811241222840884,5521.631578947372,714.2248803827752,21.66387984515824,capim
RT21_35.jpg,36.445527720859786,6.037013145659017,2333.684281842818,334.7655826558261,14.442568151482646,49.15992403320472,7.0114138398189505,3354.373158756138,449.63338788870675,16.800542859446526,49.390548690064236,7.027840969320822,3518.5882352941208,470.941176470589,15.53074909919513,capim
RT21_17.jpg,54.23935818626475,7.36473748250844,4868.079268292686,602.8556910569104,17.9936633327118,69.57661439613582,8.34125976073973,6525.715990453459,773.439140811456,19.25823424022211,75.17541678476634,8.670375815659108,7092.901015228434,837.2005076142134,19.19443312036178,capim
RT21_25.jpg,39.59514160293399,6.292467052192962,2223.070821529742,341.3541076487247,14.54347154463926,45.62665102547936,6.7547502563365995,2711.9313572542874,401.97815912636514,15.42874940059883,45.089531621630705,6.714873909585399,2851.1442155309037,415.50554675118906,14.480128976370395,capim
