name,glrm_rp,glrm_sre,glrm_lre,glrm_gln,glrm_rln,glrm_lgre,glrm_hgre,glrm_srlge,glrm_srhge,glrm_lrlge,glrm_lrhge,class
RT22_5.jpg,0.002899169921875,1826631651.4724946,4542.752631578947,3715543.2421052633,7354865.589473684,1.0623719226241293,122628.37368421053,1826631579.1740537,701882130550.8112,15.764263301653541,1326547.047368421,piso
RT22_39.jpg,0.0033721923828125,1536425402.5140672,4103.407239819005,2811600.3891402716,6116544.0271493215,0.8826341681006633,109197.50226244344,1536425339.5560892,611200204022.9736,13.766764966061324,1245139.8597285068,piso
RT22_17.jpg,0.004150390625,1087352989.2463696,7900.761029411765,1786229.8014705882,3889399.25,0.6671141201950006,94758.11764705883,1087352941.3085861,466866453038.96313,24.33106270714058,2618587.330882353,piso
RT8_33.jpg,0.0028228759765625,2515189259.611574,503.44864864864866,2200511.6324324324,12557821.762162162,1.6027947743483304,94842.34054054054,2515189189.512633,694411963986.7686,2.6444813947262475,108749.04324324324,tijolos
RT8_10.jpg,0.0041656494140625,1615604444.298667,617.2527472527472,1292868.424908425,7736339.597069597,1.286357316625014,60251.35164835165,1615604395.8678179,427084626931.6425,4.072597023571296,113017.14285714286,tijolos
RT8_38.jpg,0.0028076171875,2329239208.492882,748.9945652173913,2671842.6304347827,11039993.608695652,1.591682757662372,91372375,2329239130.781246,608144530388525,3.280701789484653,182065.09239130435,tijolos
RT8_20.jpg,0.0028533935546875,2474438570.662107,516.2620320855615,2061606.7379679144,12260392.898395723,1.7398322276349827,87339.93048128342,2474438503.014065,639936700157.9543,2.7173079041637527,111789.69518716578,tijolos
RT8_40.jpg,0.0019989013671875,3069542097.1563416,1805.618320610687,6051765.557251909,13931681.58778626,2.22994248963535,134075.35877862596,3069541985.239822,865932395999.2642,9.231431533896433,370371.61832061067,tijolos
RT8_7.jpg,0.0048065185546875,1279904806.7147007,991.9904761904762,1181050.1968253967,5769063.879365079,1.1620732201117434,50375.40634920635,1279904762.16078,331919819796.5256,6.558560590758388,174302.46031746033,tijolos
RT8_32.jpg,0.0028839111328125,2388465678.446947,644.2486772486773,2246626.380952381,11650242.857142856,1.454549719490072,100573.20105820106,2388465608.759719,716256844923.6766,3.049880372401831,151169.27513227513,tijolos
RT8_4.jpg,0.002410888671875,2926265902.866027,618.5696202531645,2899380.658227848,14480772.569620254,1.7977707289721199,109611.75949367089,2926265823.135079,795101981925.8809,2.763709700747365,149885.58860759492,tijolos
RT8_28.jpg,0.0022125244140625,3496827662.9052567,344.55172413793105,2926819.3655172414,18521106.28965517,2.0276462297281195,123078.26206896552,3496827586.5484805,973566502326.8254,1.5449091957216528,83433.33103448276,tijolos
RT8_19.jpg,0.00274658203125,2553666737.2694163,572.6111111111111,2201952.0,12582270.233333332,1.7933040002561638,90761.36111111111,2553666667.023845,668862571415816,3.0446149386449903,119942.21666666666,tijolos
RT8_30.jpg,0.0031585693359375,2130241612.1051807,667.7729468599034,2100967.835748792,10245953.29468599,1.3835464510005584,87326.33816425121,2130241546.1932049,617481659714.8142,3.494311289947996,140488.18357487922,tijolos
RT8_9.jpg,0.0037841796875,1696612958.750279,789.3104838709677,1521645.3467741935,7869282.0322580645,1.4245304254670492,64385.604838709674,1696612903.54171,447916947793.8044,4.9828787111849255,141990.14516129033,tijolos
RT8_11.jpg,0.002288818359375,3283400077.945632,402.46,2637218.64,17017376.4,2.2184168790484162,107371.58,3283400000.394083,831714551015.1161,2.1131894177749726,85440.22,tijolos
RT8_5.jpg,0.0032958984375,2102731542.6062922,564.0138888888889,1994125.4907407407,10306015.870370371,1.3336462935285072,81672.32407407407,2102731481.7504225,580702793359.9181,2.390001020156681,144460.38888888888,tijolos
RT8_26.jpg,0.002197265625,3428333414.4938517,404.65277777777777,2957812.8333333335,17805344.944444444,138890.81855056933,126459.82638888889,3428333333.6706376,967208007770511,1.67263146502104,105443.25694444444,tijolos
RT8_18.jpg,0.0029296875,2438125064.15227,572.3229166666666,1944071.21875,12153434.927083334,1.7167379966032603,84999.921875,2438125000.3311253,635370222906.6261,3.3659266404092456,111686.09895833333,tijolos
